           9       3
50       1.2978641      0.47317886
100       1.5417257      0.88706686
200       1.7572825       1.4618769
300       1.6477401       1.4355617
500       2.6274664       4.0565734
1000       3.3183945       7.0581124
2000       4.0106445       10.727247
3000       3.4322924       7.9391797
5000       3.3919516       7.8034811
