           9       3
50       1.4570134      0.39756003
100       1.9837084      0.97905377
200       2.2685579       1.6241872
300       2.0405835       1.4677832
500       3.5072382       4.8186376
1000       3.5955761       5.5243128
2000       4.0919633       7.4444416
3000       3.3329795       4.9909256
5000       3.1979751       4.6243210
