           9       3
50     0.015233764   6.6626829e-05
100     0.018099037   0.00012494558
200     0.041198408   0.00082121390
300     0.042458544   0.00097418729
500     0.041954351    0.0010570776
1000     0.045880271    0.0013789621
2000     0.030798555   0.00064652962
3000     0.027946541   0.00053793651
5000     0.019060772   0.00025184764
