           9       3
50       1.2229181      0.85670739
100       1.6213194       2.0005535
200       1.5237943       2.2415643
300       2.5872274       7.2174627
500       3.8781199       18.021809
1000       4.5093395       26.578430
2000       5.6230309       43.000328
3000       6.5801477       59.504423
5000       7.1087824       69.895694
