           9       3
50     0.017383870   0.00012926843
100     0.017955280   0.00018321421
200     0.028950029   0.00060416876
300     0.028914823   0.00067315981
500     0.033807370    0.0010226816
1000     0.059034992    0.0034016076
2000     0.076377018    0.0059240400
3000     0.089859861    0.0082865014
5000      0.12133711     0.015205791
