           9       3
50      0.34426920     0.018981456
100      0.43009480     0.039358343
200      0.66561721      0.11957571
300      0.72635651      0.15904147
500       1.0005875      0.33539873
1000       1.3711921      0.68706123
2000       1.5379671      0.89933253
3000       1.1162408      0.47872835
5000       1.1805777      0.53894505
