           9       3
50     0.018792402   8.4837729e-05
100     0.025332097   0.00020480567
200     0.033379589   0.00045107330
300     0.040064292   0.00072579994
500     0.056877862    0.0016256576
1000     0.085109536    0.0039705122
2000     0.089070381    0.0045246405
3000      0.11815551    0.0080458612
5000      0.10268801    0.0061162620
