           9       3
50   1.1836472e-24   2.6237361e-49
100   1.4366155e-24   5.1348993e-49
200   2.1975506e-24   1.5241023e-48
300   2.2948156e-24   1.8563025e-48
500   4.0501235e-24   6.4258456e-48
1000   5.4592677e-24   1.2735326e-47
2000   6.5469177e-24   1.9056469e-47
3000   7.0987242e-24   2.2639999e-47
5000   8.9344378e-24   3.6093773e-47
