           9       3
50   2.2396199e-24   6.0248059e-49
100   2.5747531e-24   1.0578909e-48
200   2.5546254e-24   1.3210206e-48
300   2.8688842e-24   1.8607928e-48
500   4.6572142e-24   5.4496044e-48
1000   6.3501837e-24   1.1051791e-47
2000   7.5030919e-24   1.6053436e-47
3000   7.7430695e-24   1.7276705e-47
5000   7.2287915e-24   1.5154724e-47
