           9       3
50   5.3855040e-25   5.5513188e-50
100   6.6909868e-25   1.1384109e-49
200   2.4996780e-24   2.0154512e-48
300   3.3918606e-24   4.1447372e-48
500   3.8418624e-24   5.9094246e-48
1000   5.9244471e-24   1.5328680e-47
2000   7.6176943e-24   2.6368387e-47
3000   8.8758342e-24   3.6174455e-47
5000   9.2544988e-24   3.9579605e-47
