           9       3
50      0.16803317    0.0040259494
100      0.19381767    0.0071160708
200      0.30306618     0.022070590
300      0.43853896     0.051614558
500      0.45833785     0.062656748
1000      0.80804177      0.21242790
2000      0.56804034      0.10922692
3000      0.60600159      0.12562208
5000       1.0517917      0.38085525
