           9       3
50   2.2952732e-24   5.6338895e-49
100   3.1157204e-24   1.3792143e-48
200   2.9919568e-24   1.6132842e-48
300   2.2050844e-24   9.7874047e-49
500   4.2651954e-24   4.0694484e-48
1000   5.3221590e-24   6.9116366e-48
2000   6.3630336e-24   1.0279240e-47
3000   5.9699422e-24   9.1436582e-48
5000   6.3153216e-24   1.0297995e-47
