           9       3
50      0.37548789     0.016935043
100      0.45135059     0.032508559
200      0.73892304      0.11052323
300      0.84013107      0.15957545
500       1.0407861      0.27216703
1000       1.4989529      0.61579489
2000       1.6070223      0.73642965
3000       1.1434757      0.37678055
5000       1.3737154      0.54728069
