           9       3
50     0.024266586   9.4308437e-05
100     0.030383161   0.00019641486
200     0.046918422   0.00059412889
300     0.057011879   0.00097980902
500     0.069518098    0.0016190007
1000      0.10332381    0.0039012128
2000      0.10972127    0.0045772838
3000      0.10760887    0.0044490730
5000      0.11084039    0.0047506329
