           9       3
50   7.2758506e-25   1.0108439e-49
100   6.3781154e-25   1.0319924e-49
200   2.0197462e-24   1.3127163e-48
300   2.3323150e-24   1.9550978e-48
500   4.0730413e-24   6.6263181e-48
1000   5.9115736e-24   1.5226090e-47
2000   7.5714244e-24   2.5987515e-47
3000   8.8177817e-24   3.5618481e-47
5000   9.4393836e-24   4.1079580e-47
