           9       3
50      0.26738184     0.034349329
100      0.26972225     0.046436900
200      0.33841747     0.092730094
300      0.38966355      0.13731296
500      0.54251214      0.29579543
1000      0.70269622      0.54132156
2000      0.97609081       1.0867456
3000      0.91822849      0.97184304
5000       1.2225602       1.7338722
