           9       3
50   4.2203945e-25   6.0213484e-50
100   6.7126906e-25   2.0237467e-49
200   6.8336667e-25   2.6604554e-49
300   9.2480029e-25   5.4420326e-49
500   5.9457933e-25   2.4999160e-49
1000   1.3810180e-24   1.4711332e-48
2000   1.7838330e-24   2.5538131e-48
3000   2.0784999e-24   3.5037077e-48
5000   5.2714912e-25   2.2681764e-49
