           9       3
50   5.6460223e-25   1.7909442e-49
100   6.2439348e-25   2.9099722e-49
200   7.9543266e-25   5.9905189e-49
300   8.8685490e-25   8.3172465e-49
500   1.4686215e-24   2.5347479e-48
1000   1.9826939e-24   5.0393428e-48
2000   2.5982663e-24   9.0044512e-48
3000   3.2037371e-24   1.3834097e-47
5000   5.1026675e-24   3.5319424e-47
