           9       3
50   1.7403416e-24   1.1350692e-48
100   9.8918832e-25   4.8717672e-49
200   7.1950350e-25   3.2694889e-49
300   7.6832740e-25   4.1641227e-49
500   1.3144429e-24   1.3544249e-48
1000   2.0486676e-24   3.5889052e-48
2000   2.6131094e-24   6.0752137e-48
3000   4.0062833e-24   1.4430349e-47
5000   4.4290721e-24   1.7750109e-47
