           9       3
50   2.1387463e-24   7.3257434e-49
100   2.0885124e-24   9.2807384e-49
200   2.0970052e-24   1.1868419e-48
300   2.0812959e-24   1.3058051e-48
500   3.6079177e-24   4.3607836e-48
1000   5.0728544e-24   9.4038051e-48
2000   6.1272886e-24   1.4274565e-47
3000   6.6974549e-24   1.7234272e-47
5000   8.3953874e-24   2.7254414e-47
