           9       3
50      0.11611729    0.0057675757
100      0.11386047    0.0073675094
200      0.14136713     0.014406455
300      0.18569040     0.027762336
500      0.26268398     0.061742589
1000      0.46742311      0.21324829
2000      0.42294444      0.18165996
3000      0.38116921      0.14909921
5000      0.91275427      0.86045759
