           9       3
50       1.8067124      0.93715788
100       2.4564177       2.3015182
200       3.1210018       4.7128484
300      0.95970718      0.49772534
500       4.6041218       12.730529
1000       3.5461651       8.2379334
2000       4.5698528       14.234171
3000       5.8223132       23.348878
5000       5.7999480       23.318742
