           9       3
50     0.046106805   0.00079667903
100     0.052592067    0.0013771113
200     0.067344906    0.0028643333
300      0.10452041    0.0077060732
500      0.13448317     0.014177750
1000      0.17657136     0.026659961
2000      0.18804180     0.031459742
3000      0.24113845     0.052278901
5000      0.45039520      0.18355365
