           9       3
50   2.1313356e-25   5.1188228e-51
100   2.0241138e-25   6.1335441e-51
200   2.8643891e-25   1.5580851e-50
300   4.0699684e-25   3.5133875e-50
500   7.8539790e-25   1.4539987e-49
1000   1.5875114e-24   6.4798624e-49
2000   2.7846050e-24   2.0743720e-48
3000   3.6864426e-25   3.6738510e-50
5000   3.7934066e-25   3.9151410e-50
