           9       3
50   4.1400298e-24   2.1411101e-48
100   1.2161468e-24   2.4545920e-49
200   1.3451727e-24   3.8093322e-49
300   2.4464414e-24   1.4072759e-48
500   2.3523693e-24   1.4459763e-48
1000   4.8581555e-24   6.7272963e-48
2000   5.0761541e-24   7.6417833e-48
3000   4.7954308e-24   6.8917185e-48
5000   6.3848927e-24   1.2295933e-47
