           9       3
50       1.1237379      0.72509478
100       1.6355259       2.0405854
200       2.6965026       7.0360208
300       3.1025853       10.403745
500       3.1529247       11.940157
1000       3.8826128       19.750520
2000       4.6421094       29.375718
3000       5.2636394       38.166043
5000       5.3658480       39.917528
