           9       3
50   1.8876136e-24   6.2696927e-49
100   1.3105901e-24   4.0154025e-49
200   1.8296244e-24   9.9266943e-49
300   2.0418972e-24   1.3809099e-48
500   3.1077884e-24   3.5550119e-48
1000   5.7851326e-24   1.3437310e-47
2000   6.3247118e-24   1.6710698e-47
3000   5.8181735e-24   1.4290044e-47
5000   7.1705874e-24   2.1844983e-47
