           9       3
50      0.15244223    0.0049702717
100      0.15462535    0.0067936972
200      0.24800150     0.022168630
300      0.33749437     0.045854309
500      0.37322430     0.062320006
1000      0.68255681      0.22735935
2000      0.52085058      0.13774914
3000      0.52098302      0.13926977
5000       1.0505470      0.56993157
