           9       3
50   9.6151503e-25   4.8803782e-49
100   7.9594707e-25   4.4430882e-49
200   7.4866124e-25   4.9862347e-49
300   8.0844240e-25   6.4940708e-49
500   1.1552806e-24   1.4737860e-48
1000   2.1613088e-24   5.6265294e-48
2000   2.6474457e-24   8.7839219e-48
3000   2.7398797e-24   9.5070215e-48
5000   4.4214306e-24   2.4916620e-47
