           9       3
50   8.1033700e-25   9.4039245e-50
100   6.6775292e-25   8.4836866e-50
200   2.6168391e-24   1.6526944e-48
300   2.6917471e-24   1.9530972e-48
500   5.3249731e-24   8.4943617e-48
1000   7.5424373e-24   1.8589464e-47
2000   9.1249017e-24   2.8309176e-47
3000   9.8080015e-24   3.3050575e-47
5000   9.1550582e-24   2.8981590e-47
