           9       3
50      0.97452864      0.12533447
100       1.0791695      0.20419067
200       1.3606515      0.41175212
300       1.1276447      0.31586642
500       1.9377725       1.0365853
1000       2.2113513       1.4725241
2000       2.0331760       1.2951627
3000       1.3858576      0.60807718
5000       2.3176462       1.7115824
