           9       3
50     0.029278651   0.00010296664
100     0.038256833   0.00023355422
200     0.057920423   0.00067907632
300     0.067316398    0.0010245042
500     0.079040386    0.0015696783
1000      0.11100645    0.0033771978
2000      0.12143237    0.0042049070
3000      0.10379972    0.0031047524
5000      0.12238567    0.0043438796
