           9       3
50     0.029145956   9.5724483e-05
100     0.038349123   0.00022016715
200     0.046792244   0.00041579081
300     0.042022300   0.00037454467
500     0.063659512   0.00095523702
1000     0.033904600   0.00029556250
2000      0.10308047    0.0028425770
3000     0.078319366    0.0016582306
5000     0.073908794    0.0014862123
