           9       3
50     0.064908704   0.00055601589
100     0.036741154   0.00023668032
200     0.069255483    0.0010667198
300     0.061911206   0.00095213249
500     0.083321410    0.0019165169
1000     0.076912747    0.0017813268
2000     0.082262783    0.0021202211
3000     0.075716799    0.0018151227
5000     0.090237986    0.0025946710
