           9       3
50       2.0167158       1.1649230
100       1.6352371       1.0175236
200       1.7110584       1.4131823
300       4.8134334       12.490945
500       4.2161739       10.650327
1000       5.3619341       18.789550
2000       6.2933279       26.931563
3000       6.8795742       32.521539
5000       6.8915674       32.844753
