           9       3
50     0.019342465   7.1608916e-05
100     0.024627603   0.00015422792
200     0.066397012    0.0014220054
300     0.064704551    0.0015083102
500     0.057386825    0.0013185177
1000     0.051936750    0.0011780362
2000     0.035300632   0.00056624118
3000     0.027925876   0.00035809416
5000     0.020172059   0.00018804687
