           9       3
50   3.2328231e-24   1.9583360e-48
100   1.2476379e-24   3.8750353e-49
200   1.1749080e-24   4.3590491e-49
300   1.8637494e-24   1.2251124e-48
500   1.7750440e-24   1.2349794e-48
1000   3.5183199e-24   5.2924852e-48
2000   4.5424294e-24   9.1789445e-48
3000   6.3543258e-24   1.8151080e-47
5000   7.9129576e-24   2.8328476e-47
