           9       3
50   4.5196032e-25   1.1701415e-49
100   4.6320445e-25   1.6328957e-49
200   7.9398652e-25   6.0858994e-49
300   9.2417465e-25   9.2092328e-49
500   1.4808636e-24   2.6277619e-48
1000   2.1433070e-24   6.0044359e-48
2000   2.8603223e-24   1.1126556e-47
3000   3.8821743e-24   2.0712286e-47
5000   5.1948669e-24   3.7325775e-47
