           9       3
50       2.1338645      0.86946118
100       1.8892166      0.90543084
200       1.8476411       1.0985314
300       6.7076275       16.170817
500       4.3117541       7.4257894
1000       5.6674621       13.994566
2000       7.0328659       22.421995
3000       6.5455895       19.627015
5000       6.3053860       18.329984
