           9       3
50   1.3971429e-24   8.3498990e-49
100   1.1549118e-24   7.5800562e-49
200   1.1192445e-24   9.0304673e-49
300   8.6636863e-25   6.0434167e-49
500   1.5651397e-24   2.1919159e-48
1000   2.0179794e-24   3.9746478e-48
2000   2.6829574e-24   7.3100466e-48
3000   2.3838931e-24   5.8319431e-48
5000   5.1210932e-24   2.7086138e-47
