           9       3
50       1.7482762      0.42929612
100       2.2772221      0.96766025
200       2.6976233       1.7225039
300       2.3724925       1.4880727
500       3.9532729       4.5916482
1000       3.6253144       4.2120537
2000       4.0735499       5.5331956
3000       3.5608983       4.2726390
5000       3.6068938       4.4119013
