           9       3
50   6.3380347e-25   1.1505805e-49
100   6.1781591e-25   1.4524500e-49
200   1.3852318e-24   9.2621839e-49
300   1.7011678e-24   1.5601977e-48
500   2.8159876e-24   4.7510258e-48
1000   4.1142082e-24   1.1062314e-47
2000   5.4623029e-24   2.0288615e-47
3000   6.7878373e-24   3.1659994e-47
5000   8.2379308e-24   4.6931698e-47
