           9       3
50   1.8968790e-24   8.6437800e-49
100   1.8159383e-24   1.0524509e-48
200   1.6359811e-24   1.0835319e-48
300   1.3179025e-24   7.8535959e-49
500   2.3422658e-24   2.7568611e-48
1000   3.5694066e-24   6.9836446e-48
2000   4.6181988e-24   1.2163617e-47
3000   5.4138788e-24   1.6892023e-47
5000   7.1367902e-24   2.9542856e-47
