           9       3
50     0.030141253   0.00030712154
100     0.039042052   0.00068458624
200     0.048287632    0.0013283735
300     0.049212007    0.0015410169
500     0.059414453    0.0024962610
1000     0.056181471    0.0024346668
2000     0.062155255    0.0031005334
3000      0.13467409     0.014709433
5000     0.066220818    0.0035793069
