           9       3
50   1.3571749e-24   2.5870720e-49
100   1.8735680e-24   6.5501469e-49
200   2.8948929e-24   1.9836388e-48
300   2.9269969e-24   2.2649518e-48
500   5.2223626e-24   8.0128878e-48
1000   6.9992965e-24   1.5700422e-47
2000   7.8595116e-24   2.0597810e-47
3000   7.9061169e-24   2.1062190e-47
5000   8.6876131e-24   2.5595289e-47
