           9       3
50     0.044616038   0.00037278431
100     0.041468867   0.00042785362
200     0.057137993    0.0010303536
300     0.050718666   0.00090675263
500     0.062534276    0.0015318985
1000     0.056833058    0.0013802042
2000     0.053783135    0.0012860590
3000     0.054098041    0.0013148581
5000     0.039608847   0.00070938537
