           9       3
50   4.4362482e-25   5.6502335e-50
100   5.9122931e-25   1.3332815e-49
200   1.7023546e-24   1.4021533e-48
300   2.3744175e-24   3.0466772e-48
500   2.6420760e-24   4.1922140e-48
1000   4.1209448e-24   1.1124845e-47
2000   5.4496433e-24   2.0242488e-47
3000   6.9073148e-24   3.2861955e-47
5000   8.1614694e-24   4.6173588e-47
