           9       3
50   8.6215198e-25   2.0880194e-49
100   1.0129120e-24   3.8290020e-49
200   1.4786940e-24   1.0351046e-48
300   1.6293884e-24   1.4037626e-48
500   2.8005860e-24   4.6087465e-48
1000   3.7815393e-24   9.1657877e-48
2000   4.8109555e-24   1.5435568e-47
3000   5.3126487e-24   1.9020821e-47
5000   7.8561994e-24   4.1861432e-47
